609,49
648,63
658,11
673,80
656,21
684,90
688,97
700,38
698,82
712,46
688,60
709,34
694,37
696,42
712,42
736,03
713,65
727,15
765,43
761,00
741,06
713,89
733,26
751,53
746,49
745,70
755,27
718,86
725,48
744,64
732,90
743,08
729,86
718,89
719,42
701,90
696,27
674,34
666,16
697,90
696,10
737,42
730,75
735,02
747,03
746,78
746,14
722,69
745,40
733,15
718,06
708,46
716,00
722,05
708,56
738,20
740,45
745,51
747,98
751,31
735,21
744,98
740,92
752,26
747,28
752,29
749,71
753,51
764,75
767,24
770,49
764,20
765,53
779,26
782,37
784,62
783,05
788,27
795,58
792,91
798,85
792,38
792,82
809,66
812,89
831,11
828,37
827,37
828,48
824,99
813,33
824,81
820,65
813,98
829,96
828,68
823,20
816,50
829,23
826,92
826,66
823,80
810,94
815,22
802,42
803,65
787,09
795,95
806,34
817,00
814,29
831,23
823,40
831,46
830,18
837,77
829,24
829,92
821,44
830,03
846,13
839,98
834,45
832,22
830,30
840,63
834,80
820,38
818,18
803,46
784,15
796,59
808,59
796,29
798,08
810,63
803,32
798,90
804,05
791,85
798,05
812,12
818,33
825,47
816,88
815,89
818,60
806,60
791,84
793,81
793,06
788,92
791,75
790,06
778,95
777,36
772,11
754,33
747,21
764,64
759,63
765,17
766,57
766,41
777,16
762,00
761,82
737,42
737,24
746,09
765,17
760,34
769,18
751,01
761,53
752,38
762,34
771,32
772,53
786,43
784,05
764,83
775,12
761,90
765,02
776,24
775,89
798,49
807,94
818,49
817,43
807,14
804,80
795,17
792,26
789,62
800,99
796,66
799,45
805,06
802,17
791,54
778,90
767,75
769,31
777,11
796,00
791,58
786,94
771,11
768,60
788,48
794,34
801,34
800,16
802,90
801,55
799,49
796,88
804,26
813,08
819,89
816,51
815,36
812,56
806,00
809,19
810,40
814,28
817,84
808,64
812,09
822,14
821,23
837,95
842,27
839,37
841,92
845,12
856,12
864,70
858,90
856,93
856,08
851,51
855,51
851,76
839,12
833,93
843,54
837,45
840,31
840,51
838,78
844,65
842,86
838,41
827,92
826,75
829,78
823,09
828,28
835,44
842,52
837,12
821,00
820,52
816,20
813,65
816,82
813,25
818,73
827,85
814,37
819,54
825,81
804,52
793,65
795,02
793,76
789,01
773,20
769,48
776,28
791,62
793,81
798,38
807,18
809,02
807,74
813,50
823,20
821,92
820,80
822,12
820,60
821,79
821,79
826,26
834,99
829,39
824,20
823,75
835,00
847,69
847,89
852,49
847,92
844,74
838,89
837,40
832,10
849,35
873,42
872,60
879,15
875,80
874,70
879,51
881,24
880,77
880,10
884,60
882,31
890,36
892,80
899,24
896,70
900,19
905,24
905,24
907,31
896,91
902,09
911,19
899,28
908,22
911,29
908,10
913,67
913,03
917,52
920,58
923,76
923,15
932,00
913,50
905,40
916,16
895,84
900,05
909,92
911,11
914,73
916,68
927,40
929,96
934,57
942,50
942,51
940,26
943,90
953,07
952,48
947,20
942,85
951,95
943,92
943,92
945,85
949,82
950,24
951,54
938,79
934,30
918,71
925,66
923,28
931,49
929,34
946,09
947,05
942,85
907,18
923,30
906,80
901,51
912,50
914,80
929,36
934,11
940,28
935,25
942,43
947,46
924,21
939,85
954,42
959,80
967,82
970,41
966,26
975,16
973,79
985,96
988,54
985,34
996,28
997,98
998,78
982,26
984,28
984,28
997,35
986,96
994,43
984,14
990,53
981,97
968,16
979,46
987,62
992,67
981,45
972,31
989,69
981,38
987,84
999,99
986,50
960,52
963,68
951,05
961,26
963,83
979,92
977,48
989,84
989,47
991,13
991,13
1009,25
1018,05
1020,42
1033,18
1036,52
1043,30
1038,75
1042,53
1050,27
1050,48
1053,41
1052,20
1043,83
1054,18
1048,51
1040,66
1043,51
1045,26
1059,88
1059,86
1063,01
1052,14
1044,34
1049,47
1048,40
1053,67
1051,99
1047,80
1027,61
1024,30
1013,25
1028,57
1021,58
1036,20
1038,24
1038,47
1013,49
1016,50
1026,94
1010,90
1016,26
1025,58
1028,69
1029,55
1046,08
1055,72
1055,34
1048,48
1053,98
1056,25
1066,39
1076,97
1075,27
1072,83
1072,13
1074,68
1073,51
1078,41
1074,19
1073,79
1087,43
1082,55
1070,90
1078,25
1065,79
1047,26
1043,46
1069,50
1084,31
1090,30
1079,62
1092,42
1102,27
1114,77
1112,48
1115,63
1110,93
1118,84
1118,34
1117,97
1121,96
1105,50
1100,15
1095,67
1108,28
1103,59
1098,63
1079,09
1099,97
1101,50
1101,47
1112,18
1111,44
1116,20
1107,29
1101,38
1099,79
1119,62
1124,92
1124,72
1134,53
1141,33
1142,89
1129,12
1129,12
1121,38
1122,47
1131,38
1129,46
1119,69
1101,50
1103,27
1107,05
1119,85
1118,89
1112,03
1125,45
1146,47
1157,22
1157,22
1162,65
1161,09
1160,59
1163,64
1150,72
1156,09
1147,16
1157,63
1157,46
1158,35
1164,53
1148,09
1163,43
1171,35
1173,13
1168,43
1175,72
1181,29
1172,40
1144,13
1127,73
1138,24
1122,45
1139,36
1130,88
1094,59
1102,84
1093,59
1103,93
1116,55
1118,73
1129,16
1132,54
1147,79
1149,21
1161,48
1149,07
1162,12
1164,63
1174,55
1173,95
1181,72
1187,94
1183,03
1176,36
1208,65
1205,91
1204,54
1203,32
1200,54
1187,05
1191,37
1176,74
1181,41
1188,23
1205,04
1195,66
1198,97
1193,73
1178,23
1178,05
1155,49
1151,44
1151,81
1173,04
1188,70
1192,81
1181,12
1153,38
1135,78
1144,24
1159,96
1127,66
1111,44
1115,35
1119,49
1131,77
1137,90
1142,31
1155,61
1147,08
1144,35
1123,03
1117,06
1120,83
1126,86
1125,97
1128,80
1126,30
1108,01
1108,55
1097,43
1107,22
1133,65
1121,16
1103,14
1095,99
1102,91
1114,43
1097,90
1103,63
1113,87
1126,19
1142,20
1136,68
1140,07
1134,50
1128,90
1126,15
1131,22
1153,94
1165,21
1175,88
1172,71
1166,71
1159,40
1162,68
1166,82
1176,62
1183,13
1184,03
1188,42
1184,95
1173,24
1182,68
1180,71
1189,50
1192,96
1205,95
1199,50
1208,15
1186,74
1172,15
1173,81
1161,86
1159,93
1165,62
1153,81
1151,55
1133,60
1151,61
1146,66
1156,15
1158,11
1156,26
1144,72
1139,50
1141,64
1146,57
1120,07
1114,86
1124,82
1121,56
1125,55
1119,76
1131,35
1141,93
1133,03
1141,78
1143,34
1141,65
1158,40
1162,47
1157,51
1160,03
1160,34
1165,22
1175,17
1172,71
1165,95
1174,35
1179,47
1172,20
1167,21
1170,13
1172,31
1158,50
1158,50
1172,34
1160,61
1146,52
1150,97
1153,89
1159,27
1146,92
1129,36
1118,72
1128,31
1110,24
1119,33
1117,91
1101,68
1085,41
1096,38
1104,74
1094,65
1076,31
1097,12
1067,99
1053,32
1049,30
1061,60
1072,45
1086,11
1082,33
1094,97
1112,85
1096,87
1116,49
1118,82
1117,48
1149,45
1146,37
1155,77
1173,51
1170,20
1165,42
1167,07
1171,86
1173,32
1179,57
1179,96
1186,47
1175,42
1173,81
1164,23
1170,28
1157,69
1170,75
1172,42
1186,94
1186,33
1190,62
1173,15
1154,05
1168,45
1179,01
1173,01
1182,43
1167,31
1188,06
1161,86
1166,96
1152,45
1140,30
1139,36
1174,83
1192,15
1195,95
1201,86
1202,44
1206,79
1215,21
1219,11
1213,05
1204,70
1198,80
1181,37
1161,32
1175,97
1196,13
1185,67
1180,07
1180,63
1177,06
1154,73
1176,66
1170,25
1166,26
1189,55
1188,93
1200,35
1195,15
1175,05
1192,05
1166,55
1176,65
1196,85
1189,45
1206,75
1204,85
1194,65
1204,65
1202,35
1214,95
1222,35
1225,35
1227,85
1228,65
1230,95
1234,65
1235,45
1235,65
1238,95
1233,65
1240,85
1233,85
1230,55
1235,15
1220,05
1223,05
1208,65
1216,35
1236,05
1232,05
1238,95
1242,55
1251,95
1255,05
1266,05
1264,35
1263,85
1233,65
1233,55
1240,05
1255,85
1251,55
1252,85
1254,95
1259,35
1252,15
1263,65
1259,85
1265,05
1265,05
1265,45
1275,25
1272,75
1254,05
1265,35
1263,15
1264,85
1270,35
1267,05
1252,85
1260,05
1245,15
1220,15
1227,25
1229,75
1216,25
1221,35
1225,75
1233,15
1235,45
1233,95
1231,95
1245,15
1243,35
1258,85
1257,35
1259,15
1256,15
1250,35
1240,05
1255,55
1254,35
1247,25
1251,05
1250,15
1264,85
1251,15
1261,45
1253,55
1251,95
1266,95
1268,35
1265,35
1260,85
1270,05
1267,65
1284,35
1284,05
1292,35
1296,05
1285,15
1285,15
1282,95
1248,05
1253,85
1255,85
1247,95
1248,25
1248,65
1229,55
1231,95
1248,85
1264,75
1272,55
1266,95
1272,55
1266,35
1261,65
1255,15
1259,05
1245,05
1227,05
1215,05
1225,35
1227,75
1232,35
1239,45
1233,25
1228,75
1231,95
1214,05
1208,05
1221,55
1214,55
1208,35
1204,05
1212,05
1224,75
1215,55
1200,55
1169,25
1158,35
1102,55
1106,95
1132,75
1155,05
1166,65
1158,95
1130,85
1148,15
1145,35
1136,65
1161,05
1147,65
1154,15
1160,65
1153,25
1166,45
1174,85
1175,45
1166,35
1163,35
1145,65
1139,35
1136,45
1122,35
1089,75
1085,55
1099,85
1099,35
1115,25
1141,85
1133,25
1153,55
1164,65
1165,35
1164,85
1146,95
1135,15
1163,25
1161,15
1162,85
1161,75
1144,55
1158,45
1165,65
1158,05
1146,35
1178,15
1163,95
1160,05
1185,75
1191,45
1189,45
1189,65
1200,75
1184,65
1189,55
1177,45
1157,25
1145,45
1155,95
1152,85
1172,05
1166,45
1175,15
1180,05
1187,35
1198,75
1204,25
1198,45
1204,35
1193,75
1174,15
1183,45
1167,05
1156,85
1144,55
1148,35
1124,55
1115,25
1131,95
1148,75
1133,75
1122,55
1128,35
1139,05
1153,45
1153,65
1149,45
1161,55
1149,15
1133,45
1111,35
1111,45
1095,65
1063,55
1047,15
1041,55
1044,70
1010,19
1025,67
1007,72
994,87
999,31
997,34
1020,66
997,37
1017,97
1002,75
1003,27
1035,38
1032,39
1008,84
1010,30
1014,79
985,62
969,34
963,90
963,48
953,72
971,99
995,80
1011,13
1004,71
1010,01
1021,74
1012,15
1022,08
1031,58
1037,18
1033,90
1054,49
1065,67
1076,05
1081,93
1094,15
1067,88
1072,77
1063,99
1087,56
1084,25
1066,67
1074,51
1091,25
1101,67
1098,58
1097,34
1075,70
1079,54
1080,23
1109,08
1110,44
1114,03
1117,68
1108,54
1095,85
1108,81
1092,79
1097,31
1094,34
1105,71
1129,93
1128,59
1130,92
1139,28
1140,23
1142,29
1135,77
1146,69
1138,10
1150,73
1154,15
1140,40
1130,85
1140,92
1121,76
1113,13
1107,95
1114,72
1118,25
1128,83
1114,74
1108,60
1102,44
1116,21
1097,68
1102,95
1094,78
1112,28
1111,37
1135,31
1141,02
1139,75
1150,45
1154,79
1163,04
1170,58
1164,14
1176,87
1179,97
1188,95
1181,20
1163,93
1150,70
1147,82
1149,30
1148,19
1144,70
1157,70
1153,87
1148,97
1172,22
1127,54
1089,65
1107,30
1131,62
1151,92
1156,77
1139,45
1147,33
1149,76
1177,36
1190,03
1205,89
1201,16
1202,17
1205,31
1207,91
1200,45
1209,74
1203,86
1212,89
1209,82
1216,86
1218,93
1217,33
1219,94
1219,12
1202,35
1212,73
1213,76
1231,30
1230,42
1231,74
1223,27
1229,12
1229,82
1241,86
1231,13
1227,68
1236,85
1236,77
1239,74
1248,58
1237,25
1240,00
1238,03
1244,94
1246,03
1239,91
1239,80
1251,83
1253,37
1261,01
1258,36
1219,21
1235,87
1212,32
1211,59
1227,02
1224,78
1232,53
1228,33
1245,04
1263,44
1254,62
1240,94
1246,38
1255,67
1237,75
1251,65
1245,78
1239,78
1248,37
1246,24
1236,56
1250,76
1227,62
1227,23
1215,75
1212,41
1210,14
1217,30
1222,64
1219,79
1218,10
1226,45
1216,10
1204,75
1189,95
1187,61
1191,39
1177,94
1162,52
1156,89
1163,44
1192,25
1195,14
1232,16
1251,61
1282,39
1298,60
1302,14
1302,20
1309,48
1315,64
1322,23
1334,34
1342,09
1347,20
1329,83
1328,22
1322,34
1313,80
1314,25
1337,79
1352,67
1364,51
1386,37
1388,07
1373,14
1373,53
1356,02
1366,41
1364,19
1371,68
1383,96
1375,19
1362,66
1371,51
1377,71
1360,83
1363,18
1357,13
1365,49
1387,95
1371,94
1367,28
1357,49
1370,90
1373,30
1361,07
1372,05
1352,32
1358,56
1345,74
1351,85
1347,84
1369,21
1382,44
1375,60
1370,70
1352,33
1361,82
1361,23
1357,43
1377,84
1366,66
1361,06
1358,74
1378,53
1388,84
1392,38
1396,65
1404,21
1399,13
1399,86
1410,34
1403,86
1394,62
1394,52
1407,97
1386,68
1413,64
1395,67
1394,13
1384,25
1374,88
1366,04
1360,12
1365,26
1370,28
1362,38
1382,83
1386,03
1391,52
1384,10
1346,55
1345,60
1353,43
1354,64
1357,32
1367,26
1371,64
1382,35
1385,92
1369,67
1368,17
1352,14
1364,43
1364,56
1367,09
1376,95
1359,20
1345,24
1361,18
1361,89
1367,13
1384,15
1379,85
1397,94
1411,08
1419,43
1417,13
1400,43
1407,36
1399,36
1390,92
1388,85
1396,99
1391,64
1391,86
1399,59
1390,20
1382,77
1393,92
1394,68
1355,89
1361,08
1367,33
1377,14
1380,98
1382,51
1383,39
1382,24
1371,19
1370,21
1396,06
1405,39
1396,45
1394,90
1396,67
1415,61
1421,71
1419,21
1425,98
1417,57
1410,08
1406,73
1418,08
1402,97
1399,25
1404,54
1414,78
1416,64
1403,52
1425,27
1416,20
1415,36
1426,68
1420,15
1400,81
1415,84
1408,47
1413,05
1424,32
1425,66
1428,82
1431,60
1427,61
1441,77
1442,35
1435,84
1438,05
1450,39
1442,28
1433,62
1429,26
1425,14
1428,33
1412,90
1405,23
1412,32
1414,17
1410,15
1396,95
1372,54
1374,23
1394,31
1383,24
1383,53
1358,94
1357,79
1356,90
1371,54
1369,74
1373,88
1377,45
1382,23
1383,68
1391,32
1405,28
1413,57
1399,66
1402,20
1398,67
1399,43
1414,83
1423,46
1426,89
1425,02
1431,71
1441,08
1440,40
1445,42
1444,18
1450,78
1451,96
1456,86
1484,81
1488,79
1490,86
1509,47
1511,97
1507,76
1512,09
1510,22
1503,56
1508,01
1506,92
1505,16
1502,66
1502,68
1497,50
1505,14
1502,04
1509,25
1497,49
1500,42
1493,48
1497,46
1508,32
1490,90
1502,77
1492,78
1496,55
1494,91
1497,96
1479,09
1481,73
1475,02
1475,27
1475,07
1471,26
1464,09
1486,88
1492,82
1503,40
1518,89
1516,76
1519,16
1513,31
1536,43
1542,30
1544,14
1537,02
1532,41
1516,76
1508,88
1520,47
1521,72
1519,84
1516,12
1524,45
1506,95
1530,42
1548,92
1536,75
1540,08
1547,11
1542,93
1544,23
1543,94
1548,93
1535,51
1550,01
1552,58
1555,72
1560,01
1561,81
1560,10
1559,80
1586,79
1591,97
1572,97
1586,66
1576,73
1597,63
1605,17
1610,71
1599,61
1601,67
1608,06
1598,11
1582,82
1574,98
1579,87
1547,27
1491,09
1507,17
1507,97
1463,79
1477,84
1490,98
1494,95
1522,10
1537,20
1543,55
1529,99
1531,84
1529,99
1549,19
1559,33
1536,47
1512,45
1507,39
1533,17
1546,05
1562,20
1574,53
1571,97
1597,14
1601,06
1592,05
1584,31
1576,62
1586,05
1570,56
1570,41
1579,30
1543,87
1510,08
1543,72
1513,57
1513,03
1529,43
1492,53
1512,15
1531,66
1542,93
1513,30
1514,46
1543,43
1546,80
1557,33
1549,51
1563,03
1579,80
1583,56
1573,82
1564,12
1562,12
1553,28
1550,47
1557,89
1556,24
1541,88
1550,34
1554,91
1546,56
1565,60
1578,95
1586,39
1596,05
1603,71
1606,79
1600,34
1600,34
1616,37
1625,29
1626,63
1637,44
1625,24
1627,61
1628,22
1626,93
1623,65
1647,99
1633,61
1647,98
1653,37
1664,63
1675,95
1667,77
1672,49
1674,68
1682,30
1676,54
1684,72
1683,91
1692,46
1693,45
1706,99
1688,95
1685,58
1657,51
1668,53
1640,45
1645,02
1643,07
1655,09
1660,42
1679,48
1694,05
1704,60
1695,62
1683,66
1690,28
1687,08
1678,54
1687,26
1691,87
1701,31
1696,81
1698,41
1680,20
1685,20
1695,36
1663,34
1653,13
1670,80
1669,26
1682,10
1673,37
1684,31
1688,30
1686,88
1690,89
1686,80
1675,32
1692,58
1670,67
1685,75
1692,95
1698,69
1718,05
1722,54
1717,05
1725,67
1728,41
1728,42
1734,75
1732,35
1740,75
1733,38
1727,65
1714,47
1713,18
1717,47
1718,40
1715,70
1714,32
1721,72
1703,55
1710,97
1702,93
1720,18
1712,32
1705,32
1708,81
1691,61
1690,53
1696,57
1672,99
1656,04
1671,29
1646,91
1632,11
1629,52
1621,87
1575,41
1545,38
1546,68
1553,09
1596,84
1589,60
1560,75
1542,04
1539,50
1526,59
1468,70
1500,40
1483,82
1477,31
1506,64
1511,41
1544,98
1547,98
1547,51
1556,10
1582,16
1578,21
1549,49
1518,79
1514,80
1502,51
1524,12
1527,53
1496,54
1469,01
1488,28
1488,68
1505,96
1492,86
1530,38
1525,39
1533,27
1548,96
1480,75
1477,41
1448,09
1443,10
1440,13
1455,32
1432,70
1410,81
1378,14
1377,18
1349,23
1326,00
1292,09
1266,92
1329,81
1331,82
1337,92
1348,56
1355,91
1330,83
1380,75
1405,37
1426,55
1438,81
1445,43
1447,38
1432,81
1445,22
1454,70
1467,25
1482,50
1457,45
1454,26
1464,41
1482,85
1473,54
1471,45
1486,94
1499,42
1502,05
1517,54
1520,23
1518,02
1505,63
1506,39
1518,98
1538,23
1542,94
1545,11
1569,25
1574,47
1581,66
1575,55
1590,06
1588,81
1577,48
1581,05
1575,55
1589,64
1575,44
1568,28
1536,82
1523,63
1521,88
1548,88
1549,83
1555,88
1549,63
1553,54
1563,93
1554,99
1543,16
1562,41
1505,92
1512,86
1528,17
1522,23
1535,10
1539,74
1556,06
1553,32
1560,91
1567,49
1582,56
1579,00
1559,68
1581,55
1579,14
1584,80
1579,17
1582,79
1567,60
1565,75
1560,04
1585,09
1588,13
1575,61
1591,82
1598,36
1591,21
1576,38
1582,65
1614,02
1614,98
1582,31
1574,97
1570,06
1572,99
1523,00
1543,06
1548,27
1557,24
1535,76
1524,96
1545,25
1531,63
1501,38
1514,11
1504,02
1489,95
1485,53
1465,49
1469,98
1508,56
1506,79
1503,54
1514,39
1523,56
1519,11
1519,79
1535,80
1522,50
1532,75
1550,23
1555,58
1563,49
1549,63
1530,08
1521,04
1517,78
1546,55
1566,57
1569,66
1560,54
1572,12
1575,62
1561,39
1562,59
1565,05
1557,92
1570,00
1561,82
1562,00
1550,78
1555,62
1547,90
1544,78
1554,96
1580,42
1561,45
1578,97
1569,03
1585,60
1574,61
1550,76
1533,66
1487,41
1502,09
1500,69
1532,13
1513,04
1493,46
1510,58
1467,52
1461,65
1493,64
1508,85
1498,01
1509,85
1506,00
1459,49
1476,00
1456,04
1472,71
1496,72
1494,84
1472,28
1484,76
1510,75
1505,17
1524,23
1542,99
1575,71
1575,07
1578,14
1584,60
1578,29
1568,34
1561,47
1559,76
1558,25
1533,59
1550,65
1533,33
1520,48
1523,37
1493,43
1479,63
1486,35
1500,70
1497,79
1472,60
1479,46
1485,36
1511,90
1505,43
1523,30
1525,06
1541,84
1535,48
1550,14
1550,87
1552,86
1550,18
1558,71
1571,93
1577,07
1572,85
1562,45
1589,33
1597,40
1599,61
1589,54
1593,99
1598,86
1594,77
1595,12
1589,18
1588,79
1596,45
1592,34
1598,29
1591,61
1583,96
1588,94
1621,90
1624,23
1634,10
1624,50
1607,58
1602,63
1613,90
1614,83
1633,84
1629,62
1631,71
1631,93
1644,81
1637,98
1649,94
1657,56
1661,73
1667,09
1671,90
1674,14
1678,01
1677,67
1669,03
1664,15
1668,47
1666,77
1660,87
1663,26
1658,31
1663,59
1664,99
1657,64
1669,61
1675,74
1682,40
1705,22
1699,64
1699,64
1685,90
1684,46
1685,01
1662,23
1644,14
1658,31
1649,22
1648,22
1614,06
1632,21
1656,77
1681,92
1677,46
1656,78
1667,67
1677,51
1689,38
1693,74
1687,58
1687,58
1683,52
1692,57
1696,07
1678,61
1628,10
1571,90
1552,76
1497,87
1476,43
1518,49
1486,08
1531,20
1478,82
1449,22
1313,44
1350,90
1264,30
1122,93
1210,13
1037,42
1106,51
991,16
1066,50
1020,77
988,48
1079,25
1121,91
1160,21
1131,99
1158,32
1153,10
1071,99
1085,81
1052,05
1138,78
1139,17
1191,66
1246,73
1212,04
1237,33
1183,98
1178,09
1229,10
1213,35
1185,09
1201,52
1214,06
1233,05
1233,05
